ts,freeGiB,guests,guestMB,renode,renodeMB,pwsh,pwshMB,cpu
06:47:11,7.13,1,588,0,0,15,1619,77
06:47:17,7.65,5,147,0,0,14,1504,84
06:47:24,7.77,3,32,0,0,14,1499,68
06:47:30,7.87,2,9,0,0,14,1374,65
06:47:36,7.31,5,370,0,0,14,1602,22
06:47:42,7.77,2,74,0,0,14,1397,3
06:47:49,7.68,3,76,0,0,15,1546,17
06:47:55,7.82,2,19,0,0,14,1363,7
06:48:01,7.92,2,13,0,0,15,1210,22
06:48:07,7.84,0,0,0,0,14,1311,77
06:48:13,7.64,1,6,0,0,14,1634,87
06:48:20,5.3,6,2380,0,0,14,1609,77
06:48:26,7.79,3,28,0,0,15,1437,73
06:48:32,7.76,5,21,0,0,15,1492,73
06:48:38,7.66,3,29,0,0,14,1445,79
06:48:44,7.85,2,16,0,0,14,1376,70
06:48:51,7.92,1,33,0,0,14,1131,70
06:48:57,7.95,1,27,0,0,14,1185,77
06:49:03,7.82,2,16,0,0,13,1217,65
06:49:09,7.69,4,72,0,0,14,1367,74
06:49:16,7.7,1,51,0,0,14,1397,65
06:49:22,7.81,1,6,0,0,14,1214,59
06:49:28,7.84,0,0,0,0,14,1245,58
06:49:34,6.58,8,961,0,0,15,1760,76
06:49:40,7.88,1,54,0,0,14,1115,62
06:49:47,7.64,5,58,0,0,14,1493,69
06:49:53,7.73,3,19,0,0,14,1481,70
06:49:59,7.74,5,34,0,0,14,1406,60
06:50:05,7.95,1,3,0,0,14,1206,62
06:50:12,7.72,7,58,0,0,14,1473,58
06:50:18,7.78,3,24,0,0,14,1293,59
06:50:24,7.78,2,12,0,0,14,1471,63
06:50:30,7.93,0,0,0,0,15,1251,67
06:50:37,7.55,4,127,0,0,16,1599,88
06:50:43,7.48,5,154,0,0,17,1620,91
06:50:49,7.48,1,66,0,0,17,1645,74
06:50:55,7.61,15,91,0,0,9,986,31
06:51:01,4.82,15,3003,0,0,10,986,68
06:51:08,7.68,15,123,0,0,9,980,46
06:51:14,6.19,15,1681,0,0,9,978,71
06:51:20,7.78,16,103,0,0,10,1056,48
06:51:26,7.79,11,86,0,0,10,1056,27
06:51:32,7.8,10,61,0,0,10,1055,21
06:51:38,7.86,2,11,0,0,9,979,5
06:51:44,7.9,0,0,0,0,9,980,8
06:51:51,8.07,0,0,0,0,10,975,14
06:51:57,8.15,0,0,0,0,9,784,10
06:52:03,8.02,0,0,0,0,12,1104,15
06:52:09,7.04,0,0,1,1039,10,949,0
06:52:15,7.79,0,0,1,249,11,1008,13
06:52:21,8.1,0,0,0,0,10,920,10
06:52:27,8.02,1,9,0,0,11,1027,6
06:52:33,7.99,0,0,0,0,11,1035,12
06:52:40,7.89,1,62,0,0,11,1034,11
06:52:46,7.96,1,47,0,0,12,1033,17
06:52:52,8.12,0,0,0,0,11,1014,24
06:52:58,8.07,1,55,0,0,11,939,23
06:53:04,8.1,0,0,0,0,10,970,11
06:53:10,7.82,1,280,0,0,10,975,21
06:53:16,7.81,1,317,0,0,9,900,21
06:53:22,7.79,1,329,0,0,9,900,12
06:53:29,7.77,1,331,0,0,9,900,11
06:53:35,7.77,1,333,0,0,9,899,2
06:53:41,7.77,1,334,0,0,9,899,3
06:53:47,7.55,1,341,0,0,9,899,4
06:53:53,8.03,1,7,0,0,9,934,3
06:53:59,8.01,1,7,0,0,9,948,0
06:54:05,7.48,1,7,0,0,9,936,45
06:54:11,7.35,0,0,0,0,9,879,12
06:54:18,6.73,5,325,0,0,14,1453,40
06:54:24,6.9,2,118,0,0,15,1368,39
06:54:30,6.88,2,20,0,0,11,1029,65
06:54:36,6.67,5,203,0,0,12,1277,23
06:54:42,6.83,1,289,0,0,8,812,0
06:54:49,6.49,5,502,0,0,11,1229,16
06:54:55,6.72,1,118,0,0,16,1583,76
06:55:01,7.06,2,43,0,0,14,1412,82
06:55:07,7.46,5,45,0,0,15,1640,72
06:55:14,7.07,4,245,0,0,13,1569,82
06:55:20,7.56,1,50,0,0,14,1458,71
06:55:26,7.47,5,133,0,0,14,1515,77
06:55:32,7.25,6,223,0,0,14,1640,80
06:55:38,7.35,4,203,0,0,14,1531,58
06:55:45,7.52,3,38,0,0,14,1536,66
06:55:51,7.52,3,85,0,0,14,1379,68
06:55:57,7.69,0,0,0,0,14,1386,71
06:56:03,7.7,1,11,0,0,10,1210,43
06:56:09,6.81,2,1004,0,0,9,1103,17
06:56:15,8.27,0,0,0,0,4,363,0
06:56:21,8.27,0,0,0,0,4,363,2
06:56:28,8.31,0,0,0,0,4,363,6
06:56:34,8.33,0,0,0,0,3,275,1
06:56:40,8.27,0,0,0,0,4,366,2
06:56:46,8.29,0,0,0,0,3,275,1
06:56:52,8.33,0,0,0,0,3,275,0
06:56:58,8.33,0,0,0,0,3,275,2
06:57:04,8.28,0,0,0,0,4,350,5
06:57:10,8.34,0,0,0,0,3,275,3
06:57:17,8.31,0,0,0,0,4,277,10
06:57:23,8.32,0,0,0,0,3,275,2
06:57:29,8.32,0,0,0,0,3,274,7
06:57:35,8.3,0,0,0,0,3,274,0
06:57:41,8.3,0,0,0,0,3,274,2
06:57:47,8.3,0,0,0,0,3,274,0
06:57:53,8.26,0,0,0,0,4,361,7
06:57:59,8.23,0,0,0,0,4,376,25
06:58:06,8.24,0,0,0,0,4,373,2
06:58:12,8.23,0,0,0,0,4,373,0
06:58:18,8.05,0,0,0,0,4,379,0
06:58:24,8.21,0,0,0,0,4,380,1
06:58:30,8.19,0,0,0,0,4,381,4
06:58:36,8.16,0,0,0,0,4,381,5
06:58:42,8.17,0,0,0,0,4,381,7
06:58:48,8.17,0,0,0,0,4,381,2
06:58:54,8.16,0,0,0,0,4,381,1
06:59:01,8.14,0,0,0,0,4,381,2
06:59:07,8.13,0,0,0,0,4,382,2
06:59:13,8.13,0,0,0,0,4,382,3
06:59:19,8.13,0,0,0,0,4,382,1
06:59:25,8.17,0,0,0,0,3,274,1
06:59:31,8.17,0,0,0,0,3,274,0
06:59:37,8.18,0,0,0,0,3,274,2
06:59:43,8.03,0,0,0,0,7,540,4
06:59:49,7.99,0,0,0,0,6,595,3
06:59:56,8.2,0,0,0,0,3,274,2
07:00:02,8.2,0,0,0,0,3,274,4
07:00:08,8.21,0,0,0,0,3,274,0
07:00:14,8.22,0,0,0,0,3,274,0
07:00:20,8.21,0,0,0,0,3,275,2
07:00:26,8.21,0,0,0,0,3,275,5
07:00:32,8.21,0,0,0,0,3,275,5
07:00:38,8.21,0,0,0,0,3,275,4
07:00:44,8.21,0,0,0,0,3,275,2
07:00:51,8.21,0,0,0,0,3,275,8
07:00:57,8.2,0,0,0,0,3,275,5
07:01:03,8.2,0,0,0,0,3,275,0
07:01:09,8.21,0,0,0,0,3,275,4
07:01:15,8.1,0,0,0,0,3,275,2
07:01:21,8.22,0,0,0,0,3,275,5
07:01:27,8.22,0,0,0,0,3,275,1
07:01:33,8.22,0,0,0,0,3,275,2
07:01:40,8.21,0,0,0,0,4,277,2
07:01:46,8.21,0,0,0,0,3,275,2
07:01:52,8.2,0,0,0,0,3,275,1
07:01:58,8.21,0,0,0,0,3,275,5
07:02:04,8.11,0,0,0,0,5,442,4
07:02:10,8.11,0,0,0,0,5,442,1
07:02:16,8.1,0,0,0,0,5,442,3
07:02:22,8.1,0,0,0,0,5,442,4
07:02:28,8.09,0,0,0,0,5,442,1
07:02:35,8.1,0,0,0,0,5,439,1
07:02:41,8.05,0,0,0,0,6,517,7
07:02:47,7.94,0,0,0,0,6,517,9
07:02:53,8.06,0,0,0,0,6,517,0
07:02:59,8.05,0,0,0,0,6,516,0
07:03:05,8.05,0,0,0,0,6,516,0
07:03:11,8.05,0,0,0,0,6,516,1
07:03:17,8.04,0,0,0,0,6,516,4
07:03:23,8,0,0,0,0,6,516,2
07:03:30,8.02,0,0,0,0,6,516,2
07:03:36,8.01,0,0,0,0,6,515,7
07:03:42,8.02,0,0,0,0,6,515,0
07:03:48,8.01,0,0,0,0,6,515,2
07:03:54,7.98,0,0,0,0,6,515,3
07:04:00,7.98,0,0,0,0,6,515,0
07:04:06,7.96,0,0,0,0,6,515,3
07:04:12,7.98,0,0,0,0,6,515,2
07:04:18,7.92,0,0,0,0,6,515,0
07:04:25,8.08,0,0,0,0,3,275,3
07:04:31,8.08,0,0,0,0,3,275,2
07:04:37,8.07,0,0,0,0,3,275,1
07:04:43,8,0,0,0,0,4,410,9
07:04:49,7.99,0,0,0,0,4,415,9
07:04:55,7.95,0,0,0,0,5,495,5
07:05:01,8.08,0,0,0,0,3,275,2
07:05:07,8.06,0,0,0,0,3,275,1
07:05:13,8.08,0,0,0,0,3,275,10
07:05:20,8.07,0,0,0,0,3,275,7
07:05:26,8.07,0,0,0,0,3,275,8
07:05:32,8.07,0,0,0,0,3,275,8
07:05:38,8.07,0,0,0,0,3,275,0
07:05:44,8.07,0,0,0,0,3,275,0
07:05:50,8.03,0,0,0,0,4,358,1
07:05:56,8.06,0,0,0,0,3,275,8
07:06:02,8.06,0,0,0,0,3,275,62
07:06:08,8.07,0,0,0,0,3,275,2
07:06:15,7.97,0,0,0,0,3,275,2
07:06:21,8.07,0,0,0,0,3,275,0
07:06:27,8.08,0,0,0,0,3,275,0
07:06:33,8.08,0,0,0,0,3,275,2
07:06:39,8.07,0,0,0,0,3,275,13
07:06:45,8.07,0,0,0,0,3,275,0
07:06:51,8.08,0,0,0,0,3,275,10
07:06:57,8.06,0,0,0,0,3,275,2
07:07:03,8.05,0,0,0,0,3,275,4
07:07:10,8.05,0,0,0,0,3,275,0
07:07:16,8.07,0,0,0,0,3,275,2
07:07:22,7.98,0,0,0,0,4,380,29
07:07:28,7.67,1,10,0,0,9,834,34
07:07:34,7.58,2,95,0,0,8,852,43
07:07:40,7.77,1,6,0,0,9,618,46
07:07:46,7.62,3,29,0,0,9,917,40
07:07:53,7.62,3,25,0,0,9,944,46
07:07:59,7.45,3,167,0,0,9,954,54
07:08:05,7.47,3,94,0,0,9,984,29
07:08:11,7.53,3,33,0,0,12,1065,56
07:08:17,7.39,3,138,0,0,10,1016,56
07:08:23,7.56,4,181,0,0,10,956,55
07:08:30,7.65,1,10,0,0,11,1049,54
07:08:36,7.63,3,111,0,0,9,925,63
07:08:42,7.71,1,51,0,0,10,904,57
07:08:48,7.64,2,69,0,0,8,855,51
07:08:54,7.65,1,52,0,0,11,1079,40
07:09:00,7.63,3,85,0,0,9,955,40
07:09:07,7.69,1,44,0,0,9,912,41
07:09:13,7.77,0,0,0,0,9,820,43
07:09:19,7.74,2,57,0,0,9,839,49
07:09:25,7.3,3,307,0,0,10,1107,65
07:09:31,7.78,0,0,0,0,6,642,7
07:09:37,8.06,0,0,0,0,4,355,9
07:09:43,8.09,0,0,0,0,3,275,6
07:09:50,8.15,0,0,0,0,3,275,2
07:09:56,8.16,0,0,0,0,3,275,4
07:10:02,8.16,0,0,0,0,3,275,10
07:10:08,8.15,0,0,0,0,3,275,2
07:10:14,8.15,0,0,0,0,3,275,6
07:10:20,8.15,0,0,0,0,3,275,3
07:10:26,8.16,0,0,0,0,3,275,0
07:10:32,8.16,0,0,0,0,3,275,1
07:10:39,8.17,0,0,0,0,3,275,2
07:10:45,8,0,0,0,0,3,275,4
07:10:51,8.17,0,0,0,0,3,275,14
07:10:57,8.17,0,0,0,0,3,275,2
07:11:03,8.12,0,0,0,0,4,357,3
07:11:09,8.16,0,0,0,0,3,275,3
07:11:15,8.17,0,0,0,0,3,275,1
07:11:21,8.16,0,0,0,0,4,277,11
07:11:27,8.16,0,0,0,0,3,275,4
07:11:33,8.18,0,0,0,0,3,275,5
07:11:40,8.12,0,0,0,0,4,380,0
07:11:46,8.11,0,0,0,0,4,379,0
07:11:52,8.14,0,0,0,0,3,276,0
07:11:58,8.12,0,0,0,0,3,276,1
07:12:04,8.13,0,0,0,0,3,276,1
07:12:10,8.14,0,0,0,0,3,276,4
07:12:16,8.03,0,0,0,0,3,276,6
07:12:23,7.96,0,0,0,0,7,611,2
07:12:29,8.11,0,0,0,0,3,276,0
07:12:35,8.11,0,0,0,0,3,276,1
07:12:41,8.13,0,0,0,0,3,276,2
07:12:47,8.14,0,0,0,0,3,276,1
07:12:53,8.12,0,0,0,0,3,276,7
07:12:59,8.14,0,0,0,0,3,276,4
07:13:05,8.15,0,0,0,0,3,276,5
07:13:11,8.15,0,0,0,0,3,276,0
07:13:18,8.11,0,0,0,0,4,344,3
07:13:24,8.12,0,0,0,0,3,276,11
07:13:30,8.14,0,0,0,0,3,276,0
07:13:36,8.14,0,0,0,0,3,276,0
07:13:42,8.15,0,0,0,0,3,276,1
07:13:48,7.73,1,13,0,0,5,500,1
07:13:54,8.14,0,0,0,0,3,276,2
07:14:00,8.14,0,0,0,0,3,276,4
07:14:06,8.14,0,0,0,0,3,276,0
07:14:13,8.14,0,0,0,0,3,276,3
07:14:19,8.14,0,0,0,0,3,276,4
07:14:25,8.14,0,0,0,0,3,276,0
07:14:31,8,0,0,0,0,5,494,1
07:14:37,7.75,0,0,0,0,8,906,34
07:14:43,7.74,0,0,0,0,8,917,18
07:14:49,7.75,0,0,0,0,8,915,8
07:14:55,7.61,0,0,0,0,12,1176,17
07:15:01,7.56,0,0,0,0,9,1008,20
07:15:08,7.56,0,0,0,0,9,1022,11
07:15:14,7.41,0,0,0,0,9,1012,27
07:15:20,6.34,3,1109,0,0,13,1376,25
07:15:26,5.26,3,2350,0,0,9,1031,21
07:15:32,5.05,3,2562,0,0,9,1030,30
07:15:38,5.04,3,2595,0,0,9,1030,18
07:15:45,5.01,3,2624,0,0,9,1030,30
07:15:51,4.8,3,2832,0,0,9,1041,24
07:15:57,4.8,3,2966,0,0,9,1042,23
07:16:03,4.74,3,2979,0,0,10,1124,20
07:16:09,4.71,3,3004,0,0,10,1121,33
07:16:15,4.68,3,3012,0,0,10,1121,17
07:16:22,4.66,3,3089,0,0,9,1031,35
07:16:28,4.67,3,3092,0,0,9,1031,21
07:16:34,4.67,3,3099,0,0,9,1031,26
07:16:40,4.66,3,3111,0,0,9,1030,14
07:16:46,4.65,3,3119,0,0,9,1030,33
07:16:52,4.58,3,3128,0,0,10,1142,47
07:16:58,4.49,3,3130,0,0,11,1281,40
07:17:05,4.05,4,3580,0,0,11,1293,37
07:17:11,3.99,4,3604,0,0,12,1371,37
07:17:17,3.74,4,3691,0,0,12,1367,32
07:17:23,5.06,3,2536,0,0,13,1385,37
07:17:29,4.99,3,2539,0,0,13,1506,18
07:17:35,5.12,3,2573,0,0,13,1316,5
07:17:41,5.91,2,1529,0,0,15,1647,3
07:17:48,5.33,3,2038,0,0,15,1699,2
07:17:54,6.2,2,1536,0,0,10,1059,1
07:18:00,7.19,1,468,0,0,10,1140,1
07:18:06,7.18,1,469,0,0,9,1095,2
07:18:12,6.89,7,508,0,0,8,937,47
07:18:18,6.9,7,510,0,0,10,1130,13
07:18:24,6.78,7,660,0,0,10,1134,23
07:18:30,6.96,7,510,0,0,11,1213,16
07:18:37,7.03,7,511,0,0,11,1214,41
07:18:43,7.08,7,535,0,0,10,1099,12
07:18:49,7.15,5,498,0,0,9,1020,5
07:18:55,7.14,7,514,0,0,9,1025,30
07:19:01,6.93,7,702,0,0,10,1098,19
07:19:07,6.62,7,1082,0,0,10,1098,27
07:19:13,7.18,7,515,0,0,10,1095,20
07:19:19,4.58,7,3226,0,0,10,1094,22
07:19:26,5.93,7,1866,0,0,9,1018,8
07:19:32,7.28,7,527,0,0,8,941,13
07:19:38,7.76,7,49,0,0,8,941,11
07:19:44,7.67,5,106,0,0,9,1025,8
07:19:50,7.71,3,45,0,0,9,1024,6
07:19:56,7.63,3,131,0,0,9,1025,0
07:20:02,7.69,1,56,0,0,9,1022,1
07:20:08,7.65,1,68,0,0,10,1105,11
07:20:15,7.63,1,80,0,0,10,1104,2
07:20:21,7.4,2,435,0,0,10,998,2
07:20:27,7.71,1,103,0,0,11,996,12
07:20:33,7.52,1,115,0,0,12,1272,1
07:20:39,7.58,1,127,0,0,10,1108,5
07:20:45,7.55,1,138,0,0,10,1135,8
07:20:51,7.53,1,150,0,0,10,1137,8
07:20:57,7.48,1,160,0,0,11,1209,4
07:21:03,7.46,1,172,0,0,11,1222,4
07:21:10,7.44,1,182,0,0,11,1223,7
07:21:16,7.44,1,194,0,0,11,1221,20
07:21:22,7.36,1,206,0,0,12,1311,10
07:21:28,7.37,1,217,0,0,12,1314,8
07:21:34,7.38,1,229,0,0,11,1246,5
07:21:40,6.5,2,1111,0,0,12,1256,28
07:21:46,5.58,3,2057,0,0,11,1254,13
07:21:53,5.55,3,2091,0,0,11,1253,34
07:21:59,4.6,3,2991,0,0,12,1334,23
07:22:05,4.22,3,3375,0,0,12,1334,25
07:22:11,5.58,2,1872,0,0,10,1120,34
07:22:17,5.15,2,1979,0,0,9,1039,36
07:22:23,5.19,3,2426,0,0,10,1215,27
07:22:29,5.29,2,2109,0,0,9,1136,23
07:22:36,5.16,2,2116,0,0,9,1137,8
07:22:42,5.7,2,2139,0,0,7,834,2
07:22:48,5.65,2,2141,0,0,8,916,4
07:22:54,5.73,2,2097,0,0,8,912,17
07:23:00,5.69,2,2145,0,0,8,912,10
07:23:06,5.67,2,2161,0,0,8,912,20
07:23:12,5.67,2,2170,0,0,8,912,11
07:23:18,5.67,2,2177,0,0,8,911,4
07:23:25,5.66,2,2180,0,0,8,911,20
07:23:31,5.65,2,2189,0,0,8,911,12
07:23:37,5.65,2,2193,0,0,8,911,1
07:23:43,5.67,2,2200,0,0,7,831,2
07:23:49,5.67,2,2202,0,0,7,831,3
07:23:55,5.62,2,2261,0,0,7,831,1
07:24:01,5.58,2,2268,0,0,8,912,26
07:24:07,5.54,2,2300,0,0,8,912,2
07:24:13,5.54,2,2303,0,0,8,912,3
07:24:20,5.55,2,2307,0,0,8,912,3
07:24:26,5.52,2,2310,0,0,8,912,2
07:24:32,5.53,2,2313,0,0,8,912,0
07:24:38,5.47,2,2386,0,0,8,912,2
07:24:44,6.54,1,1173,0,0,8,1006,2
07:24:50,6.47,1,1174,0,0,8,1049,2
07:24:56,6.69,1,1174,0,0,6,665,0
07:25:02,6.72,1,1178,0,0,6,665,0
07:25:08,6.73,1,1181,0,0,6,665,6
07:25:15,7.82,0,0,0,0,7,800,5
07:25:21,7.71,0,0,0,0,7,864,23
07:25:27,7.5,4,26,0,0,6,699,23
07:25:33,7.64,4,25,0,0,6,699,2
07:25:39,7.71,4,25,0,0,6,699,5
07:25:45,7.66,4,25,0,0,6,698,12
07:25:51,7.89,3,19,0,0,6,697,7
07:25:57,7.89,4,34,0,0,6,697,1
07:26:04,7.92,4,25,0,0,6,697,7
07:26:10,7.92,4,25,0,0,5,619,6
07:26:16,7.96,4,25,0,0,5,619,3
07:26:22,7.89,4,25,0,0,6,699,15
07:26:28,7.83,4,25,0,0,8,880,12
07:26:34,7.92,4,25,0,0,6,699,10
07:26:40,7.9,4,42,0,0,6,699,14
07:26:46,7.9,4,25,0,0,6,699,5
07:26:53,6.33,4,1685,0,0,7,700,16
07:26:59,6.66,4,1342,0,0,6,698,4
07:27:05,6.86,4,1135,0,0,6,698,11
07:27:11,7.94,4,26,0,0,6,698,9
07:27:17,7.46,4,370,0,0,5,619,12
07:27:23,8,4,26,0,0,5,619,23
07:27:29,7.89,4,117,0,0,5,619,4
07:27:35,7.92,4,42,0,0,6,699,12
07:27:41,7.95,2,13,0,0,6,700,0
07:27:48,7.85,2,130,0,0,6,699,5
07:27:54,7.96,0,0,0,0,6,690,10
07:28:00,7.96,0,0,0,0,6,653,8
07:28:06,8.2,0,0,0,0,3,276,0
07:28:12,8.2,0,0,0,0,3,276,4
07:28:18,8.22,0,0,0,0,3,276,7
07:28:24,8.22,0,0,0,0,3,276,1
07:28:30,8.21,0,0,0,0,3,276,5
07:28:37,8.21,0,0,0,0,3,276,2
07:28:43,8.22,0,0,0,0,3,276,4
07:28:49,8.22,0,0,0,0,3,276,1
07:28:55,8.21,0,0,0,0,3,276,1
07:29:01,8.21,0,0,0,0,3,276,2
07:29:07,8.2,0,0,0,0,3,276,5
07:29:13,8.21,0,0,0,0,3,276,2
07:29:19,8.21,0,0,0,0,3,276,2
07:29:25,8.2,0,0,0,0,3,276,14
07:29:32,8.21,0,0,0,0,3,276,1
07:29:38,8.22,0,0,0,0,3,276,4
07:29:44,8.09,0,0,0,0,3,276,1
07:29:50,8.21,0,0,0,0,3,277,9
07:29:56,8.22,0,0,0,0,3,277,10
07:30:02,8.22,0,0,0,0,3,276,0
07:30:08,8.21,0,0,0,0,3,276,10
07:30:14,8.22,0,0,0,0,3,276,14
07:30:20,8.19,0,0,0,0,3,276,1
07:30:27,8.18,0,0,0,0,3,276,0
07:30:33,7.88,0,0,0,0,5,631,1
07:30:39,7.88,0,0,0,0,5,656,0
07:30:45,7.83,1,46,0,0,5,663,0
07:30:51,7.84,1,69,0,0,5,645,0
07:30:57,7.81,1,89,0,0,5,646,0
07:31:03,7.82,1,38,0,0,5,661,0
07:31:09,7.79,1,67,0,0,5,662,1
07:31:16,7.75,1,68,0,0,5,666,0
07:31:22,7.81,1,68,0,0,5,661,0
07:31:28,7.82,1,68,0,0,5,662,0
07:31:34,7.82,1,68,0,0,5,662,0
07:31:40,7.83,1,68,0,0,5,664,0
07:31:46,7.88,0,0,0,0,5,667,4
07:31:52,7.82,0,0,0,0,6,786,7
07:31:58,7.86,1,55,0,0,5,672,0
07:32:04,7.71,0,0,0,0,7,960,5
07:32:10,7.84,1,46,0,0,5,665,3
07:32:17,7.9,0,0,0,0,5,667,2
07:32:23,7.86,0,0,0,0,6,708,12
07:32:29,7.81,1,46,0,0,5,667,19
07:32:35,7.84,1,52,0,0,5,665,2
07:32:41,7.82,1,64,0,0,5,665,3
07:32:47,7.83,1,73,0,0,5,665,0
07:32:53,7.85,1,59,0,0,5,667,0
07:33:00,7.84,1,73,0,0,5,667,2
07:33:06,7.85,1,39,0,0,5,666,2
07:33:12,7.84,1,58,0,0,5,667,2
07:33:18,7.85,1,54,0,0,5,667,13
07:33:24,7.81,0,0,0,0,6,771,14
07:33:30,7.74,1,53,0,0,6,795,20
07:33:36,7.72,1,53,0,0,6,793,0
07:33:42,7.72,1,53,0,0,6,792,2
07:33:48,7.71,1,64,0,0,6,793,0
07:33:55,7.76,0,0,0,0,7,824,4
07:34:01,7.71,1,49,0,0,6,795,7
07:34:07,7.72,1,49,0,0,6,796,5
07:34:13,7.68,1,49,0,0,6,794,30
07:34:19,7.74,1,50,0,0,6,794,8
07:34:25,7.8,0,0,0,0,6,783,9
07:34:31,7.74,1,53,0,0,6,800,1
07:34:37,7.73,1,53,0,0,6,805,0
07:34:44,7.74,1,53,0,0,6,805,0
07:34:50,7.73,1,64,0,0,6,796,2
07:34:56,7.8,0,0,0,0,6,789,7
07:35:02,7.74,1,53,0,0,6,796,3
07:35:08,7.73,1,53,0,0,6,798,7
07:35:14,7.73,1,53,0,0,6,798,5
07:35:20,7.74,1,54,0,0,6,790,9
07:35:26,7.73,1,64,0,0,6,790,13
07:35:32,7.58,1,80,0,0,7,965,12
07:35:39,7.62,1,54,0,0,7,969,0
07:35:45,7.32,1,62,0,0,7,1075,4
07:35:51,7.49,1,65,0,0,7,1099,26
07:35:57,7.75,1,68,0,0,6,767,2
07:36:03,7.76,1,70,0,0,6,768,3
07:36:09,7.75,1,70,0,0,6,774,3
07:36:15,7.75,1,70,0,0,6,774,2
07:36:21,7.81,0,0,0,0,6,678,2
07:36:27,7.81,1,49,0,0,5,676,2
07:36:34,7.82,1,50,0,0,5,675,0
07:36:40,7.76,1,53,0,0,6,758,0
07:36:46,7.79,1,79,0,0,5,674,0
07:36:52,7.86,0,0,0,0,5,676,1
07:36:58,7.85,0,0,0,0,6,695,0
07:37:04,7.84,0,0,0,0,6,757,1
07:37:10,7.82,0,0,0,0,6,770,2
