ts,freeGiB,guests,guestMB,renode,renodeMB,pwsh,pwshMB,cpu,supervisors,supervisorMB
13:16:00,8.69,0,0,0,0,7,865,11,0,0
13:16:06,8.69,0,0,0,0,7,865,18,0,0
13:16:13,8.69,0,0,0,0,7,865,8,0,0
13:16:19,8.67,0,0,0,0,8,933,15,0,0
13:16:25,8.69,0,0,0,0,7,865,2,0,0
13:16:31,8.69,0,0,0,0,7,865,0,0,0
13:16:37,8.7,0,0,0,0,7,865,7,0,0
13:16:43,8.66,0,0,0,0,7,865,3,0,0
13:16:49,8.7,0,0,0,0,7,865,3,0,0
13:16:55,8.69,0,0,0,0,7,865,2,0,0
13:17:01,8.69,0,0,0,0,7,865,2,0,0
13:17:08,8.7,0,0,0,0,7,865,1,0,0
13:17:14,8.7,0,0,0,0,7,865,3,0,0
13:17:20,8.71,0,0,0,0,7,865,0,0,0
13:17:26,8.3,1,314,0,0,8,1020,13,0,0
13:17:32,8.41,1,150,0,0,8,1048,2,0,0
13:17:38,8.49,1,17,0,0,8,1085,0,0,0
13:17:44,8.67,0,0,0,0,7,865,0,0,0
13:17:50,8.72,0,0,0,0,7,865,1,0,0
13:17:57,8.7,0,0,0,0,8,937,2,0,0
13:18:03,8.72,0,0,0,0,7,865,5,0,0
13:18:09,8.71,0,0,0,0,7,865,4,0,0
13:18:15,8.7,0,0,0,0,7,865,2,0,0
13:18:21,8.35,4,40,0,0,12,1432,46,0,0
13:18:27,8.47,0,0,0,0,12,1227,46,0,0
13:18:33,8.34,4,82,0,0,12,1424,21,0,0
13:18:39,8.36,4,62,0,0,12,1422,9,0,0
13:18:45,8.41,2,41,0,0,11,1313,3,0,0
13:18:52,8.1,1,295,0,0,12,1488,42,0,0
13:18:58,8.6,0,0,0,0,9,1028,3,0,0
13:19:04,8.63,1,6,0,0,8,1015,0,1,6
13:19:10,8.26,2,83,0,0,13,1559,46,0,0
13:19:16,7.86,2,417,0,0,13,1604,31,0,0
13:19:22,7.92,2,451,0,0,13,1559,49,0,0
13:19:28,7.05,3,1222,0,0,13,1609,48,0,0
13:19:35,7.58,2,815,0,0,13,1494,43,0,0
13:19:41,8.35,1,79,0,0,13,1446,46,0,0
13:19:47,8.33,3,30,0,0,13,1541,51,0,0
13:19:53,7.51,3,828,0,0,13,1595,52,0,0
13:19:59,8.25,1,204,0,0,13,1504,39,0,0
13:20:05,8.22,1,89,0,0,13,1639,45,0,0
13:20:12,7.85,2,408,0,0,13,1684,51,0,0
13:20:18,8.58,0,0,0,0,10,1212,9,0,0
13:20:24,8.49,2,9,0,0,9,1164,30,4,24
13:20:30,8.59,2,14,0,0,9,1164,3,2,12
13:20:36,8.6,0,0,0,0,9,1162,6,1,6
13:20:42,8.76,0,0,0,0,7,865,1,0,0
13:20:48,8.76,0,0,0,0,7,865,3,0,0
13:20:54,8.77,0,0,0,0,7,865,1,0,0
13:21:00,8.2,1,409,0,0,10,1186,3,0,0
13:21:07,8.76,0,0,0,0,7,865,9,0,0
13:21:13,8.76,0,0,0,0,7,861,1,0,0
13:21:19,8.51,0,0,0,0,9,1036,16,0,0
13:21:25,8.75,0,0,0,0,7,861,4,0,0
13:21:31,8.74,0,0,0,0,7,861,8,0,0
13:21:37,8.74,0,0,0,0,7,861,2,0,0
13:21:43,8.73,0,0,0,0,7,861,10,0,0
13:21:49,8.76,0,0,0,0,7,861,2,0,0
13:21:55,8.76,0,0,0,0,7,861,4,0,0
13:22:02,8.51,0,0,0,0,11,1249,7,0,0
13:22:08,8.41,0,0,0,0,12,1348,18,0,0
13:22:14,8.43,0,0,0,0,12,1383,4,0,0
13:22:20,8.16,1,313,0,0,12,1369,0,0,0
13:22:26,8.4,1,39,0,0,13,1441,41,0,0
13:22:32,8.04,1,405,0,0,13,1452,48,0,0
13:22:38,8.34,0,0,0,0,13,1551,2,0,0
13:22:44,7.92,1,422,0,0,11,1452,73,0,0
13:22:51,8.21,0,0,0,0,12,1637,31,0,0
13:22:57,8.21,0,0,0,0,12,1637,34,0,0
13:23:03,8.17,0,0,0,0,12,1645,43,0,0
13:23:09,8.32,1,10,0,0,11,1452,0,0,0
13:23:15,7.91,1,330,0,0,12,1611,2,0,0
13:23:21,8.18,1,10,0,0,13,1686,2,0,0
13:23:27,7.76,7,36,0,0,20,2474,74,0,0
13:23:33,7.98,0,0,0,0,20,2243,72,0,0
13:23:40,7.4,2,365,0,0,19,2171,48,0,0
13:23:46,8.2,0,0,0,0,13,1651,2,0,0
13:23:52,8.17,1,62,0,0,12,1608,0,0,0
13:23:58,7.84,0,0,0,0,20,2408,71,0,0
13:24:05,7.72,6,60,0,0,20,2357,83,0,0
13:24:11,7.72,4,40,0,0,20,2272,73,0,0
13:24:17,7.85,2,27,0,0,20,2365,76,0,0
13:24:23,7.74,6,61,0,0,20,2458,82,0,0
13:24:29,7.89,3,30,0,0,16,2045,2,0,0
13:24:36,8.19,1,26,0,0,13,1699,9,0,0
13:24:42,7.75,0,0,0,0,16,2239,57,0,0
13:24:48,7.49,1,135,0,0,16,2192,37,0,0
13:24:54,5.2,4,2527,0,0,16,2204,28,0,0
13:25:00,4.48,4,3352,0,0,16,2199,37,0,0
13:25:06,4.42,4,3478,0,0,16,2199,27,0,0
13:25:12,4.46,4,3492,0,0,16,2181,25,0,0
13:25:19,4.44,4,3509,0,0,16,2181,29,0,0
13:25:25,4.51,4,3510,0,0,16,2181,37,0,0
13:25:31,4.52,4,3515,0,0,16,2181,8,0,0
13:25:37,4.54,4,3517,0,0,16,2182,20,0,0
13:25:43,4.52,4,3546,0,0,16,2181,12,0,0
13:25:49,4.37,4,3697,0,0,16,2181,21,0,0
13:25:56,4.37,4,3706,0,0,16,2181,25,0,0
13:26:02,4.15,4,3932,0,0,16,2181,19,0,0
13:26:08,4.1,4,3958,0,0,16,2182,39,0,0
13:26:14,4.08,4,3980,0,0,16,2182,42,0,0
13:26:20,4.07,4,3994,0,0,16,2182,60,0,0
13:26:27,4.06,4,4011,0,0,16,2182,51,0,0
13:26:33,4.03,4,4025,0,0,16,2182,25,0,0
13:26:39,4.02,4,4041,0,0,16,2182,9,0,0
13:26:45,4.01,4,4046,0,0,16,2182,51,0,0
13:26:51,4,4,4060,0,0,16,2182,30,0,0
13:26:58,3.96,4,4105,0,0,16,2183,39,0,0
13:27:04,3.89,4,4181,0,0,16,2183,18,0,0
13:27:10,4.8,3,3183,0,0,16,2241,29,0,0
13:27:16,5.94,2,2089,0,0,15,2095,14,0,0
13:27:22,7.17,1,997,0,0,13,1750,14,0,0
13:27:28,8.69,0,0,0,0,8,951,7,0,0
13:27:35,8.72,0,0,0,0,8,952,17,0,0
13:27:41,8.76,0,0,0,0,7,861,4,0,0
13:27:47,8.73,0,0,0,0,8,950,16,0,0
13:27:53,8.76,0,0,0,0,7,862,6,0,0
13:27:59,8.81,0,0,0,0,7,862,8,0,0
13:28:05,8.8,0,0,0,0,7,862,7,0,0
13:28:11,8.81,0,0,0,0,7,862,5,0,0
13:28:17,8.81,0,0,0,0,7,862,4,0,0
13:28:23,8.68,0,0,0,0,10,1124,12,0,0
13:28:30,8.61,0,0,0,0,12,1319,94,0,0
13:28:36,8.66,0,0,0,0,12,1262,91,0,0
13:28:42,8.58,0,0,0,0,12,1393,100,0,0
13:28:48,8.25,1,370,0,0,12,1375,93,0,0
13:28:54,8.64,0,0,0,0,12,1250,20,0,0
13:29:00,8.06,1,542,0,0,13,1459,0,0,0
13:29:06,8.63,0,0,0,0,12,1361,15,0,0
13:29:12,8.39,0,0,0,0,12,1590,0,0,0
13:29:19,8.38,0,0,0,0,12,1622,46,0,0
13:29:25,8.38,0,0,0,0,12,1622,1,0,0
13:29:31,8.38,0,0,0,0,12,1629,2,0,0
13:29:37,8.2,1,310,0,0,11,1459,48,0,0
13:29:43,8,1,408,0,0,12,1615,12,0,0
13:29:49,8.36,0,0,0,0,13,1701,0,0,0
13:29:55,8.14,0,0,0,0,20,2164,79,0,0
13:30:01,8.04,4,58,0,0,20,2305,71,0,0
13:30:08,7.89,1,389,0,0,13,1773,0,0,0
13:30:14,8.17,6,145,0,0,12,1632,14,6,36
13:30:20,8.39,1,3,0,0,12,1617,3,0,0
13:30:26,8.12,0,0,0,0,19,2017,65,0,0
13:30:32,8.11,3,30,0,0,20,2221,80,0,0
13:30:39,8.11,2,20,0,0,20,2243,88,0,0
13:30:45,8.05,4,30,0,0,20,2301,85,0,0
13:30:51,8.12,1,10,0,0,20,2359,74,0,0
13:30:58,8.48,1,7,0,0,12,1561,29,1,6
13:31:04,8.27,0,0,0,0,16,1988,48,0,0
13:31:10,7.93,0,0,0,0,16,2166,38,0,0
13:31:16,6.31,4,1572,0,0,16,2200,24,0,0
13:31:22,5.18,4,2770,0,0,16,2200,23,0,0
13:31:28,4.55,4,3449,0,0,16,2198,14,0,0
13:31:35,4.51,4,3491,0,0,16,2194,37,0,0
13:31:41,4.53,4,3497,0,0,16,2194,40,0,0
13:31:47,4.54,4,3509,0,0,16,2194,33,0,0
13:31:53,4.55,4,3511,0,0,16,2196,25,0,0
13:31:59,4.56,4,3516,0,0,16,2196,11,0,0
13:32:05,4.58,4,3518,0,0,16,2195,22,0,0
13:32:11,4.47,4,3636,0,0,16,2196,21,0,0
13:32:17,4.41,4,3704,0,0,16,2196,40,0,0
13:32:24,4.29,4,3798,0,0,16,2196,39,0,0
13:32:30,4.14,4,3944,0,0,16,2196,35,0,0
13:32:36,4.11,4,3973,0,0,16,2196,43,0,0
13:32:42,4.1,4,3991,0,0,16,2196,48,0,0
13:32:48,4.08,4,4006,0,0,16,2196,25,0,0
13:32:55,4.07,4,4020,0,0,16,2196,38,0,0
13:33:01,4.05,4,4032,0,0,16,2196,29,0,0
13:33:07,4.04,4,4042,0,0,16,2196,13,0,0
13:33:13,4.04,4,4057,0,0,16,2196,46,0,0
13:33:19,4.01,4,4107,0,0,16,2196,33,0,0
13:33:26,3.96,4,4150,0,0,16,2197,38,0,0
13:33:32,3.87,4,4242,0,0,16,2197,28,0,0
13:33:38,6.03,2,2156,0,0,14,1883,1,0,0
13:33:44,8.18,0,0,0,0,13,1785,2,0,0
13:33:50,7.8,1,137,0,0,20,2361,80,0,0
13:33:56,7.66,7,153,0,0,20,2521,87,0,0
13:34:03,7.27,2,684,0,0,20,2418,82,0,0
13:34:09,7.43,4,486,0,0,20,2404,80,0,0
13:34:15,7.03,6,777,0,0,20,2641,76,0,0
13:34:22,6.64,4,1316,0,0,20,2494,85,0,0
13:34:28,4.59,8,2751,0,0,20,2665,1,0,0
13:34:34,5.05,8,2758,0,0,20,2675,0,0,0
13:34:40,6.01,7,1802,0,0,20,2688,47,0,0
13:34:47,7.16,4,681,0,0,20,2635,3,0,0
13:34:53,6.36,4,1585,0,0,20,2527,3,0,0
13:34:59,6,6,1841,0,0,20,2579,93,0,0
13:35:05,7.9,2,98,0,0,20,2345,91,0,0
13:35:12,6.66,4,1352,0,0,20,2444,79,0,0
13:35:18,7.04,4,725,0,0,20,2520,90,0,0
13:35:24,7.25,4,713,0,0,20,2579,85,0,0
13:35:31,7.95,2,75,0,0,20,2296,88,0,0
13:35:37,8.01,4,40,0,0,20,2215,93,0,0
13:35:43,7.94,1,199,0,0,20,2346,88,0,0
13:35:49,7.8,2,252,0,0,19,2117,87,0,0
13:35:56,8.06,1,41,0,0,20,2387,80,0,0
13:36:02,7.85,5,271,0,0,20,2358,90,0,0
13:36:08,7.91,1,96,0,0,20,2177,80,0,0
13:36:15,8.06,2,12,0,0,20,2137,80,0,0
13:36:21,8.18,2,70,0,0,20,2073,71,0,0
13:36:27,7.91,3,56,0,0,20,2402,82,0,0
13:36:33,7.99,3,57,0,0,20,2286,79,0,0
13:36:40,7.93,4,98,0,0,20,2161,84,0,0
13:36:46,5.49,6,2381,0,0,20,2645,74,0,0
13:36:52,7.99,1,38,0,0,20,2393,77,0,0
13:36:58,7.94,4,114,0,0,20,2344,77,0,0
13:37:05,8.12,1,29,0,0,20,2344,70,0,0
13:37:11,7.9,3,98,0,0,18,2235,71,0,0
13:37:17,7.93,5,141,0,0,20,2451,82,0,0
13:37:23,7.89,7,99,0,0,20,2473,83,0,0
13:37:30,8,6,49,0,0,19,2376,79,0,0
13:37:36,8.07,0,0,0,0,19,2287,79,0,0
13:37:42,8.04,0,0,0,0,20,2355,70,0,0
13:37:49,7.87,8,80,0,0,20,2446,11,0,0
13:37:55,8.14,0,0,0,0,20,2299,68,0,0
13:38:01,8.12,0,0,0,0,20,2286,79,0,0
13:38:07,7.61,5,324,0,0,20,2462,87,0,0
13:38:14,8.01,4,82,0,0,20,2374,94,0,0
13:38:20,7.99,2,20,0,0,20,2307,91,0,0
13:38:26,7.96,3,34,0,0,20,2366,80,0,0
13:38:32,8.13,1,10,0,0,20,2291,82,0,0
13:38:39,7.72,2,356,0,0,20,2372,87,0,0
13:38:45,7.89,3,15,0,0,20,2417,93,0,0
13:38:51,7.6,1,436,0,0,20,2188,87,0,0
13:38:58,8.1,3,23,0,0,20,2341,84,0,0
13:39:04,7.97,1,26,0,0,20,2284,80,0,0
13:39:10,7.56,1,435,0,0,20,2343,79,0,0
13:39:16,8.02,2,12,0,0,20,2402,79,0,0
13:39:23,8.03,1,30,0,0,20,2271,76,0,0
13:39:29,7.87,6,108,0,0,20,2460,88,0,0
13:39:35,7.81,7,188,0,0,20,2484,79,0,0
13:39:41,8.33,0,0,0,0,13,1724,7,0,0
13:39:48,8.34,0,0,0,0,13,1686,11,0,0
13:39:54,8.35,0,0,0,0,13,1689,3,0,0
13:40:00,8.35,0,0,0,0,13,1689,13,0,0
13:40:06,8.36,0,0,0,0,14,1766,14,0,0
13:40:12,8.36,0,0,0,0,13,1693,9,0,0
13:40:18,8.31,0,0,0,0,13,1745,3,0,0
13:40:24,8.23,0,0,0,0,13,1793,5,0,0
13:40:30,8.27,0,0,0,0,13,1717,57,0,0
13:40:37,8.17,0,0,0,0,13,1797,100,0,0
13:40:43,8.06,0,0,0,0,13,1851,100,0,0
13:40:49,8.06,0,0,0,0,13,1851,15,0,0
13:40:55,8.05,7,78,0,0,12,1713,20,8,48
13:41:01,7.1,8,1123,0,0,12,1714,64,8,48
13:41:07,7.43,8,811,0,0,12,1714,48,8,48
13:41:13,8.18,8,55,0,0,12,1713,38,8,48
13:41:20,8.14,8,113,0,0,12,1715,51,8,48
13:41:26,8.15,7,96,0,0,12,1715,40,7,42
13:41:32,8.23,4,28,0,0,12,1713,4,4,24
13:41:38,8.25,1,7,0,0,12,1713,5,1,6
13:41:44,8.83,0,0,0,0,9,1037,4,0,0
13:41:50,8.83,0,0,0,0,9,1037,0,0,0
13:41:56,8.88,0,0,0,0,8,951,3,0,0
13:42:02,8.89,0,0,0,0,7,860,19,0,0
13:42:09,8.87,0,0,0,0,7,860,3,0,0
13:42:15,8.85,0,0,0,0,7,860,0,0,0
13:42:21,8.86,0,0,0,0,7,860,1,0,0
13:42:27,8.86,0,0,0,0,7,860,2,0,0
13:42:33,8.82,0,0,0,0,9,985,2,0,0
13:42:39,8.86,0,0,0,0,7,861,1,0,0
13:42:45,8.85,0,0,0,0,7,861,2,0,0
13:42:51,8.84,0,0,0,0,7,861,0,0,0
13:42:57,8.84,0,0,0,0,7,861,0,0,0
13:43:04,8.83,0,0,0,0,7,861,5,0,0
13:43:10,8.83,0,0,0,0,7,861,2,0,0
13:43:16,8.83,0,0,0,0,7,861,11,0,0
13:43:22,8.84,0,0,0,0,7,861,7,0,0
13:43:28,8.85,0,0,0,0,7,861,3,0,0
13:43:34,8.62,0,0,0,0,12,1294,11,0,0
13:43:40,8.74,0,0,0,0,9,1029,0,0,0
13:43:46,8.75,0,0,0,0,9,1029,5,0,0
13:43:52,8.76,0,0,0,0,9,1028,24,0,0
13:43:59,8.78,0,0,0,0,8,944,4,0,0
13:44:05,8.77,0,0,0,0,8,894,19,0,0
13:44:11,8.8,0,0,0,0,7,861,0,0,0
13:44:17,8.6,0,0,0,0,11,1224,28,0,0
13:44:23,8.63,0,0,0,0,12,1275,4,0,0
13:44:29,8.62,0,0,0,0,12,1309,5,0,0
13:44:35,8.76,0,0,0,0,9,1029,5,0,0
13:44:41,8.81,0,0,0,0,8,945,6,0,0
13:44:47,8.83,0,0,0,0,7,861,20,0,0
13:44:54,8.83,0,0,0,0,7,861,0,0,0
13:45:00,8.82,0,0,0,0,7,861,2,0,0
13:45:06,8.82,0,0,0,0,7,861,27,0,0
13:45:12,8.58,0,0,0,0,13,1386,10,0,0
13:45:18,8.55,0,0,0,0,12,1376,11,0,0
13:45:24,8.53,0,0,0,0,13,1465,8,0,0
13:45:30,8.63,0,0,0,0,13,1395,2,0,0
13:45:36,8.67,0,0,0,0,12,1311,14,0,0
13:45:42,8.59,0,0,0,0,14,1458,4,0,0
13:45:49,8.62,0,0,0,0,13,1359,7,0,0
13:45:55,8.49,1,52,0,0,13,1467,3,0,0
13:46:01,8.53,0,0,0,0,13,1471,8,0,0
13:46:07,8.56,1,10,0,0,13,1440,7,0,0
13:46:13,8.42,1,59,0,0,13,1437,25,0,0
13:46:19,8.53,1,62,0,0,13,1428,25,0,0
13:46:25,8.55,1,58,0,0,13,1427,44,0,0
13:46:31,8.57,1,30,0,0,13,1440,68,0,0
13:46:38,8.67,0,0,0,0,12,1301,1,0,0
13:46:44,8.79,0,0,0,0,9,1029,1,0,0
13:46:50,8.79,0,0,0,0,9,1030,1,0,0
13:46:56,8.79,0,0,0,0,8,944,0,0,0
13:47:02,8.8,0,0,0,0,8,944,3,0,0
13:47:08,8.83,0,0,0,0,7,861,27,0,0
13:47:14,8.84,0,0,0,0,7,861,2,0,0
13:47:20,8.76,0,0,0,0,9,1034,49,0,0
13:47:26,8.82,0,0,0,0,7,861,4,0,0
13:47:33,8.82,0,0,0,0,7,861,2,0,0
13:47:39,8.84,0,0,0,0,7,861,16,0,0
13:47:45,8.64,0,0,0,0,12,1321,3,0,0
13:47:51,8.57,0,0,0,0,12,1380,0,0,0
13:47:57,8.32,1,275,0,0,12,1378,34,0,0
13:48:03,8.28,1,306,0,0,12,1373,22,0,0
13:48:09,8.26,1,329,0,0,12,1372,16,0,0
13:48:15,8.26,1,331,0,0,12,1371,73,0,0
13:48:22,8.27,1,333,0,0,12,1371,57,0,0
13:48:28,8.26,1,335,0,0,12,1371,2,0,0
13:48:34,8.27,1,336,0,0,12,1371,33,0,0
13:48:40,8.55,1,7,0,0,12,1394,0,0,0
13:48:46,8.54,1,7,0,0,12,1413,0,0,0
13:48:52,8.65,0,0,0,0,12,1312,17,0,0
13:48:58,8.61,0,0,0,0,13,1382,4,0,0
13:49:04,8.54,0,0,0,0,19,1693,66,0,0
13:49:11,7.76,6,434,0,0,19,2125,77,0,0
13:49:17,7.94,6,268,0,0,18,2048,60,0,0
13:49:23,8.16,4,156,0,0,16,1843,7,0,0
13:49:29,8.15,1,324,0,0,13,1535,6,0,0
13:49:35,8.6,0,0,0,0,12,1357,1,0,0
13:49:41,8.13,2,319,0,0,14,1612,0,0,0
13:49:47,8.18,0,0,0,0,20,2078,77,0,0
13:49:54,8.06,2,27,0,0,20,1851,85,0,0
13:50:00,8.05,3,145,0,0,20,2197,80,0,0
13:50:06,8.08,2,85,0,0,20,2174,93,0,0
13:50:13,8.13,1,6,0,0,20,2182,84,0,0
13:50:19,7.77,4,351,0,0,20,2100,94,0,0
13:50:25,8.08,2,31,0,0,20,2261,91,0,0
13:50:31,8.02,2,141,0,0,20,2209,87,0,0
13:50:38,7.97,5,109,0,0,19,2111,93,0,0
13:50:44,8.28,1,6,0,0,20,2095,80,0,0
13:50:50,7.8,4,250,0,0,20,2195,94,0,0
13:50:57,7.16,3,1086,0,0,16,1935,16,0,0
13:51:03,8.45,0,0,0,0,13,1539,10,0,0
13:51:09,8.8,0,0,0,0,8,946,9,0,0
13:51:15,8.82,0,0,0,0,7,861,7,0,0
13:51:21,8.82,0,0,0,0,7,861,8,0,0
13:51:27,8.81,0,0,0,0,7,861,1,0,0
13:51:33,8.78,0,0,0,0,8,943,2,0,0
13:51:39,8.81,0,0,0,0,7,861,5,0,0
13:51:46,8.84,0,0,0,0,7,861,1,0,0
13:51:52,8.84,0,0,0,0,7,861,6,0,0
13:51:58,8.84,0,0,0,0,7,861,7,0,0
13:52:04,8.84,0,0,0,0,7,861,3,0,0
13:52:10,8.83,0,0,0,0,7,861,3,0,0
13:52:16,8.83,0,0,0,0,7,861,1,0,0
13:52:22,8.81,0,0,0,0,8,948,18,0,0
13:52:28,8.6,1,81,0,0,10,1172,1,0,0
13:52:34,8.83,0,0,0,0,7,861,44,0,0
13:52:40,8.81,0,0,0,0,7,861,3,0,0
13:52:47,8.79,0,0,0,0,10,999,28,0,0
13:52:53,8.59,0,0,0,0,12,1224,17,0,0
13:52:59,8.63,0,0,0,0,12,1312,4,0,0
13:53:05,8.47,1,85,0,0,13,1436,1,0,0
13:53:11,8.48,1,86,0,0,13,1431,79,0,0
13:53:17,8.58,1,50,0,0,12,1327,19,0,0
13:53:23,8.61,1,6,0,0,12,1334,1,0,0
13:53:29,8.62,1,7,0,0,12,1329,1,0,0
13:53:36,8.53,1,40,0,0,13,1438,1,0,0
