ts,freeGiB,guests,guestMB,renode,renodeMB,pwsh,pwshMB,cpu
13:22:37,6.76,0,0,0,0,6,545,11
13:22:43,6.83,0,0,0,0,4,372,3
13:22:49,6.81,0,0,0,0,4,372,5
13:22:55,6.72,0,0,0,0,6,533,13
13:23:02,6.79,0,0,0,0,5,455,4
13:23:08,6.78,0,0,0,0,6,514,20
13:23:14,6.77,0,0,0,0,6,502,15
13:23:20,6.77,0,0,0,0,5,457,15
13:23:26,6.76,0,0,0,0,5,455,6
13:23:32,6.76,0,0,0,0,6,506,15
13:23:38,6.7,0,0,0,0,6,546,21
13:23:44,6.66,0,0,0,0,6,552,0
13:23:51,6.66,0,0,0,0,6,550,0
13:23:57,6.67,0,0,0,0,6,549,2
13:24:03,6.71,0,0,0,0,6,549,0
13:24:09,6.73,0,0,0,0,6,549,0
13:24:15,6.71,0,0,0,0,6,559,0
13:24:21,6.72,0,0,0,0,6,559,2
13:24:27,6.72,0,0,0,0,6,551,2
13:24:33,6.7,0,0,0,0,6,550,3
13:24:40,6.63,0,0,0,0,6,566,0
13:24:46,6.54,0,0,0,0,6,624,2
13:24:52,6.52,0,0,0,0,6,615,3
13:24:58,6.53,0,0,0,0,6,616,13
13:25:04,6.51,0,0,0,0,6,616,1
13:25:10,6.74,0,0,0,0,3,272,0
13:25:16,6.73,0,0,0,0,3,272,0
13:25:22,6.74,0,0,0,0,3,272,6
13:25:28,6.74,0,0,0,0,3,273,0
13:25:35,6.74,0,0,0,0,3,273,3
13:25:41,6.72,0,0,0,0,3,276,2
13:25:47,6.72,0,0,0,0,3,276,1
13:25:53,6.74,0,0,0,0,3,274,4
13:25:59,6.75,0,0,0,0,3,274,4
13:26:05,6.75,0,0,0,0,3,274,0
13:26:11,6.7,0,0,0,0,5,419,20
13:26:17,6.68,0,0,0,0,5,417,8
13:26:23,6.51,0,0,0,0,7,637,26
13:26:30,6.29,0,0,1,146,8,779,23
13:26:36,5.34,0,0,1,1207,8,817,12
13:26:42,5.12,0,0,1,1442,8,817,14
13:26:48,4.63,1,315,1,1678,8,810,11
13:26:54,4.58,0,0,1,1910,8,823,41
13:27:00,4.34,1,14,1,2134,9,866,14
13:27:06,3.8,1,350,1,2373,9,894,16
13:27:12,3.81,0,0,1,2605,9,970,14
13:27:19,3.79,0,0,1,2845,7,674,51
13:27:25,3.57,0,0,1,3077,7,674,34
13:27:31,3.52,0,0,1,3143,7,675,13
13:27:37,6.36,0,0,1,236,7,681,8
13:27:43,4.84,1,345,1,1248,7,881,32
13:27:49,4.89,0,0,1,1479,8,1037,36
13:27:55,4.63,0,0,1,1715,8,1056,18
13:28:01,4.41,0,0,1,1947,8,1057,40
13:28:07,4.34,0,0,1,2020,8,1056,26
13:28:13,4.34,0,0,1,2020,8,1057,56
13:28:20,4.21,0,0,1,2180,8,1054,47
13:28:26,3.98,0,0,1,2412,8,1054,37
13:28:32,3.72,0,0,1,2652,8,1080,53
13:28:38,3.51,0,0,1,2884,8,1061,28
13:28:44,5.98,0,0,1,321,8,1073,30
13:28:50,5.4,0,0,1,1054,7,888,37
13:28:56,5.18,0,0,1,1295,7,883,44
13:29:02,4.95,0,0,1,1531,7,883,31
13:29:08,4.43,1,290,1,1771,7,880,45
13:29:15,4.1,1,291,1,2012,8,1045,40
13:29:21,4.13,0,0,1,2244,8,1065,40
13:29:27,3.62,0,0,1,2468,16,1697,73
13:29:33,3.31,1,7,1,2668,16,1719,77
13:29:39,3.04,1,324,1,2875,9,1203,0
13:29:45,6.28,2,8,0,0,8,999,3
13:29:51,5.27,0,0,1,1060,8,1047,24
13:29:58,4.79,8,82,1,1033,16,1852,26
13:30:04,4.5,7,90,1,1233,16,1902,19
13:30:10,4.55,0,0,1,1437,16,1657,73
13:30:16,4.43,6,58,1,1645,16,1814,79
13:30:22,4.58,0,0,1,1845,10,1233,11
13:30:28,4.47,2,13,1,2085,8,1022,33
13:30:35,3.89,0,0,1,2317,12,1573,81
13:30:41,3.64,0,0,1,2541,12,1603,31
13:30:47,3.46,0,0,1,2773,12,1640,63
13:30:53,6.15,0,0,0,0,14,1720,51
13:30:59,5.34,0,0,1,880,12,1601,55
13:31:05,5.12,0,0,1,1111,12,1590,35
13:31:11,4.03,4,894,1,1335,12,1608,68
13:31:18,2.17,4,2572,1,1562,12,1588,58
13:31:24,1.29,4,3247,1,1786,12,1587,42
13:31:30,1.01,4,3347,1,2017,12,1586,68
13:31:36,2.44,4,3278,1,1719,12,1545,54
13:31:42,2.31,4,3286,1,1937,12,1543,57
13:31:48,2.17,4,3310,1,2162,12,1543,42
13:31:54,2,4,3314,1,2394,12,1543,45
13:32:01,3.29,4,3338,0,0,10,1348,15
13:32:07,3.03,4,3606,0,0,10,1349,20
13:32:13,2.99,4,3648,0,0,10,1347,33
13:32:19,2.91,4,3671,0,0,10,1347,40
13:32:25,2.91,4,3685,0,0,10,1348,19
13:32:31,2.9,4,3701,0,0,10,1348,43
13:32:38,2.84,4,3722,0,0,11,1429,8
13:32:44,2.83,4,3755,0,0,10,1348,14
13:32:50,2.81,4,3773,0,0,11,1401,37
13:32:56,3.61,3,2891,0,0,11,1482,40
13:33:02,5.29,1,1075,0,0,10,1543,20
13:33:08,6.34,0,0,0,0,9,1433,4
13:33:15,6.77,0,0,0,0,6,794,71
13:33:21,6.12,5,209,0,0,14,1600,77
13:33:27,5.86,5,461,0,0,14,1615,73
13:33:33,6.18,3,157,0,0,14,1601,80
13:33:39,5.75,3,406,0,0,14,1836,73
13:33:46,5.13,4,1119,0,0,14,1729,68
13:33:52,3.95,7,2262,0,0,14,1892,73
13:33:58,4.65,5,1534,0,0,14,1889,71
13:34:04,5.33,5,837,0,0,14,1909,71
13:34:10,5.32,4,1067,0,0,14,1627,67
13:34:17,4.4,5,1856,0,0,14,1845,59
